latitude,longitude,rank,company_name,address,city,state,employee_count,revenue,profit
38.2466,-85.75849,376,KINDRED HEALTHCARE,680 SOUTH 4TH STREET,Louisville,KY,76650,7227,-664.2
45.01507,-93.45487,377,MOSAIC,3033 CAMPUS DRIVE,Plymouth,MN,8700,7163,297.8
33.08093,-96.82359,378,ALLIANCE DATA SYSTEMS,7500 DALLAS PARKWAY,Plano,TX,17000,7138,515.8
38.923544,-77.220295,379,COMPUTER SCIENCES CORPORATION,1775 TYSONS BOULEVARD,Mclean,VA,59000,7106,251
36.98823,-76.43717,380,HUNTINGTON INGALLS INDUSTRIES,4101 WASHINGTON AVENUE,Newport News,VA,37000,7068,573
38.95909,-77.35907,381,LEIDOS HOLDINGS,11951 FREEDOM DRIVE,Reston,VA,32000,7043,244
42.13031,-80.084,382,ERIE INSURANCE GROUP,100 ERIE INSURANCE PLACE,Erie,PA,4988,7016,741.9
37.39455,-122.15025,383,TESLA,3500 DEER CREEK ROAD,Palo Alto,CA,30025,7000,-674.9
41.07444,-74.17075,384,ASCENA RETAIL GROUP,933 MACARTHUR BOULEVARD,Mahwah,NJ,41000,6995,-11.9
28.41777,-81.42347,385,DARDEN RESTAURANTS,1000 DARDEN CENTER DRIVE,Orlando,FL,150942,6934,375
41.04985,-73.5389,386,HARMAN INTERNATIONAL INDUSTRIES,400 ATLANTIC STREET,Stamford,CT,26000,6912,361.7
37.37173,-121.96588,387,NVIDIA,2788 SAN TOMAS EXPRESSWAY,Santa Clara,CA,10299,6910,1666
41.886583,-87.629188,388,R.R. DONNELLEY & SONS,35 W WACKER DRIVE,Chicago,IL,44360,6896,-495.9
39.10115,-84.51246,389,FIFTH THIRD BANCORP,38 FOUNTAIN SQUARE PLAZA,Cincinnati,OH,17844,6889,1564
35.88038,-78.84023,390,QUINTILES TRANSNATIONAL HOLDINGS,4820 EMPEROR BOULEVARD,Durham,NC,50000,6878,115
41.88526,-87.62148,391,JONES LANG LASALLE,200 EAST RANDOLPH DRIVE,Chicago,IL,77300,6804,318.2
41.83254,-88.00745,392,DOVER,3005 HIGHLAND PARKWAY,Downers Grove,IL,29000,6794,508.9
37.62239,-97.28386,393,SPIRIT AEROSYSTEMS HOLDINGS,3801 SOUTH OLIVER STREET,Wichita,KS,14400,6793,469.7
25.86816,-80.38533,394,RYDER SYSTEM,11690 NW 105TH STREET,Miami,FL,34500,6787,262.5
